x0,x1,x2,cluster_id
-0.446497,-4.49815,-0.956402,8
0.295065,-4.89545,-1.05644,8
0.473414,-4.36296,-1.86315,8
0.294773,-4.68093,-1.2912,8
1.03035,-4.0143,-1.28564,8
0.362659,-5.01033,-1.04734,8
1.14246,-3.7549,-1.83729,8
0.845158,-4.48557,-0.717526,8
-0.0204219,-4.19445,-1.34865,8
1.18304,-3.76931,-1.95592,8
0.49071,-4.4137,-1.52201,2
0.358109,-4.04152,-1.88673,8
0.575363,-5.02226,-0.999924,8
0.582789,-4.29925,-1.31572,8
1.37012,-4.15875,-1.60061,8
-0.433452,-4.62204,-1.22232,8
0.681206,-4.6016,-1.04477,8
1.25296,-4.02022,-1.71767,8
-0.160054,-5.04402,-0.379809,8
-0.164549,-4.48114,-0.842217,8
0.456778,-4.37492,-1.36031,8
0.583332,-4.43224,-1.39379,8
0.600702,-4.24585,-1.47287,8
0.0472664,-4.48043,-0.210881,8
0.452852,-4.4916,-1.21306,8
0.706147,-4.97189,-1.96973,8
1.47357,-4.39649,-1.14655,8
-0.110422,-4.95686,-1.29204,8
1.55528,-4.51094,-1.10452,8
-0.0238935,-4.11512,-1.66584,8
0.728138,-4.66736,-1.24437,2
0.568911,-3.92547,-1.54231,8
1.47388,-4.03277,-1.55432,8
1.70644,-4.12048,-1.51094,8
-0.289988,-4.72282,-1.10286,8
0.540604,-4.13156,-0.664498,8
-0.763508,-4.16978,-0.492946,8
-0.29884,-4.34875,-1.38045,8
-0.0485864,-4.86503,-0.818821,8
0.306806,-4.38945,-1.02054,8
0.308174,-4.34562,-1.08329,8
0.546391,-3.88327,-1.33526,8
0.490876,-4.3429,-1.0421,8
-0.035856,-4.55044,-1.30813,8
0.892224,-4.03956,-1.31642,8
-0.0546558,-4.04112,-1.04937,8
1.34587,-4.43797,-1.11612,8
0.931561,-4.05524,-1.56783,8
0.449914,-4.81265,-1.79272,8
0.0909998,-4.78464,-1.02946,2
-0.0606154,-4.52959,-0.984326,8
-0.409692,-4.56922,-0.922071,8
0.997392,-3.54002,-1.84815,8
0.581888,-4.36313,-1.70614,2
1.1848,-4.42793,-1.70332,2
0.370682,-3.86245,-1.29218,8
0.398301,-4.74484,-1.75005,8
0.289186,-4.27557,-2.11748,8
1.01848,-3.46036,-0.737507,8
0.874853,-3.44164,-1.37207,8
0.0957991,-4.41078,-1.51615,8
0.600515,-4.83047,-1.02356,2
1.18371,-4.72829,-1.44234,8
-0.429108,-4.62965,-0.304533,8
-0.162233,-4.64775,-1.21503,8
0.861564,-4.09503,-2.05013,2
-0.0748385,-4.72343,-0.773577,8
0.613571,-4.18357,-0.560473,8
-0.146659,-4.1855,-0.573926,8
1.04731,-3.68552,-0.63765,8
-0.626745,-4.09167,-1.0799,8
-0.140705,-4.81109,-0.978902,8
-0.314981,-4.21355,-1.26092,8
0.238485,-4.38203,-0.730918,8
-0.18441,-3.94402,-1.46007,8
0.57065,-4.53867,-0.965662,8
0.236858,-4.20546,-1.4295,8
1.40048,-3.24037,-1.28133,1
0.555118,-4.2736,-1.1144,8
0.842052,-4.20683,-0.934748,8
0.956202,-3.87427,-1.55307,8
0.424185,-4.71753,-0.522212,8
0.0738082,-4.39075,-0.76136,8
0.229308,-4.20508,-1.09556,8
0.154317,-5.449,-1.40158,8
0.595655,-4.22985,-1.2823,8
-0.112968,-4.58297,-1.16823,8
0.0181905,-3.7591,-0.905062,8
1.24697,-4.26147,-1.31679,8
0.504615,-4.35135,-1.37416,8
0.387805,-4.74539,-1.75548,8
1.78476,-4.4615,-1.83197,8
0.751162,-3.72212,-1.56731,8
0.313944,-3.60205,-1.92752,8
0.691384,-4.43049,-1.63589,2
1.72491,-4.53596,-1.3681,2
0.426894,-3.80664,-2.26963,8
0.397989,-4.22239,-1.07689,8
1.04904,-3.88853,-1.10119,8
-0.175829,-4.51741,-1.23018,8
-0.342842,-4.44564,-1.74442,8
0.540254,-3.67519,-1.33618,8
0.530541,-4.11144,-2.52627,8
1.06713,-4.22872,-2.07628,2
0.148628,-4.18003,-1.02154,8
0.770885,-4.44447,-1.09844,8
0.742271,-4.66383,-1.05891,8
1.34741,-4.0778,-1.68451,8
0.584083,-4.51033,-0.851229,8
0.560167,-4.27952,-1.47768,8
1.15361,-4.12972,-1.76581,8
0.525903,-4.12758,-1.2682,8
1.16781,-4.12522,-1.93476,8
-0.360557,-4.04779,-0.781686,8
0.46377,-4.5587,-1.02401,8
0.359586,-4.02221,-0.974889,8
0.687314,-3.58619,-1.29194,8
-0.193509,-4.61111,-0.743593,8
-0.302214,-3.68213,-1.07588,8
0.963603,-3.55667,-0.956304,8
0.761423,-4.5341,-0.589004,8
1.34751,-4.05111,-1.25662,8
0.741246,-4.2002,-1.23288,8
-0.891707,-4.46398,-0.211834,8
-0.530023,-5.11295,-1.21527,8
-0.177313,-4.11165,-1.29495,8
0.672202,-3.75847,-1.33735,8
0.423171,-4.0893,-0.949898,8
0.886147,-3.76568,-0.927225,8
0.570731,-4.19029,-1.57596,8
0.932716,-4.21109,-2.26526,8
-0.195502,-4.44887,-1.58362,8
0.968113,-4.30952,-1.63126,8
0.720155,-3.93605,-1.73757,8
0.481663,-3.76199,-1.9369,8
0.0965634,-4.64257,-0.372297,8
0.585708,-3.8188,-1.64945,8
0.743877,-4.49333,-1.50533,2
0.20638,-3.49759,-1.8577,8
-0.055084,-4.37674,-1.4713,8
0.367352,-4.05617,-1.62167,8
-0.496239,-4.42101,-1.27103,8
-0.0358951,-4.16287,-1.07929,8
-0.339692,-4.39231,-0.778335,8
1.58606,-4.14562,-1.49033,8
0.75653,-3.90647,-0.423226,8
0.0124612,-4.48853,-1.09058,8
1.01072,-4.01787,-1.22495,8
1.04433,-3.87049,-1.42084,8
1.49203,-4.15954,-2.1549,2
0.822635,-4.1137,-2.44848,8
0.0463602,-4.1916,-1.07311,8
0.274193,-4.43565,-0.73001,8
0.0969737,-3.8253,-1.62585,8
0.917464,-4.24579,-1.66633,8
1.62654,-3.72079,-1.89857,1
0.0287119,-4.49659,-1.31857,8
-0.365294,-4.44373,-1.64074,8
0.0784793,-4.62931,-0.261794,8
-0.452158,-4.71837,-0.391138,8
0.356291,-4.22712,-2.03175,2
1.35362,-4.49853,-1.85505,8
1.33104,-3.78816,-2.2245,8
0.846495,-4.39439,-1.8586,8
0.543808,-4.04845,-1.63964,8
-0.32949,-4.38304,-0.991644,8
0.816709,-3.75917,-0.946306,8
0.48874,-3.97578,-1.63358,8
0.68345,-4.43564,-1.27801,8
0.920155,-4.24052,-1.28131,8
0.336322,-4.19842,-0.955327,8
1.40066,-4.61258,-1.62186,8
0.200023,-3.83054,-1.22505,8
0.84973,-4.03268,-1.00353,8
0.695846,-4.76861,-1.51635,8
-0.158443,-4.70133,-1.35534,8
0.538747,-3.57473,-1.56705,8
-0.438555,-4.86815,-0.998214,8
1.04268,-3.89039,-1.79251,8
1.38809,-3.43303,-2.3657,1
1.16844,-4.39588,-1.47732,8
0.269014,-4.34414,-1.1574,8
1.90173,-4.08281,-1.3812,1
0.448313,-3.80287,-1.67316,8
0.746353,-4.08451,-1.75939,8
-0.202201,-4.14493,-0.947591,8
0.240981,-4.2598,-0.793201,8
1.50426,-4.25327,-1.74271,8
0.260699,-4.17835,-1.5166,8
4.29667,3.42862,-0.699804,7
3.68033,2.46561,-0.0691633,6
4.21627,2.84895,-1.35454,7
3.98452,2.04775,-0.52886,6
4.52556,3.48003,-0.948231,7
3.93959,3.21557,-0.183165,6
4.30535,2.15112,0.105727,9
4.00779,2.78741,0.121043,6
3.85804,2.42781,-0.175457,6
3.9844,3.76399,0.806914,6
4.12578,2.68074,-0.892383,6
4.93439,2.53692,-0.978534,6
4.49198,3.54234,0.232177,6
4.21167,2.28539,0.802863,9
3.94128,3.80258,0.426812,7
3.99158,2.96808,-0.997684,7
4.00631,3.14469,0.160259,6
4.70095,1.74744,0.437022,9
4.41521,1.80258,-0.778677,9
3.38318,3.58218,-0.135399,7
3.50672,3.13043,0.462917,6
4.32774,2.83126,-0.0148733,6
3.69196,3.10365,-0.291639,7
4.42059,3.02528,-0.836155,6
3.6919,3.04815,0.842252,6
3.87503,3.2163,-0.188427,7
4.89261,3.13211,-0.887942,6
4.40482,1.73048,-0.189082,9
4.8899,2.98664,0.244831,9
4.63821,2.28829,-0.717522,6
4.21454,3.11152,-0.152711,6
4.7976,2.71629,-0.0171735,9
4.18623,2.81325,0.590063,6
4.11859,3.21909,0.842212,6
3.67763,3.66822,0.946229,6
4.71669,2.31505,0.764755,9
3.97973,2.78143,0.248519,6
4.74439,2.68834,0.102401,9
3.46018,3.88653,0.698042,7
5.15671,2.34626,-0.0769611,9
3.77667,3.66471,-0.512411,7
4.13009,2.70829,-1.05397,6
3.80995,3.60081,-0.197701,7
3.88749,3.23175,-0.0090115,6
4.3687,3.18926,0.404072,6
3.8467,2.87701,-1.61871,7
4.28681,3.32727,-0.639222,7
3.69547,3.53162,0.422408,7
4.14297,3.38382,1.61507,6
4.47148,3.4937,-0.884346,7
4.49342,3.84773,0.840196,6
3.87821,3.62251,0.290794,7
4.55632,2.43236,-1.0252,6
3.84892,3.06501,-0.20551,6
4.48741,2.14161,-0.420811,9
3.76132,3.22075,-0.272604,7
4.51834,2.22612,0.24281,9
4.3157,3.38144,-0.0409774,6
4.29509,2.83046,-0.30544,6
4.68481,2.17624,-0.797654,9
4.28315,3.64963,0.532208,6
3.96928,3.25043,-0.0513236,6
3.70067,3.12777,-0.278234,7
4.52083,2.75415,-1.76217,6
4.27068,3.41877,-1.20289,7
2.96303,3.93514,0.144387,7
4.63678,1.82508,-0.0028145,9
2.6079,3.76635,-0.462878,7
3.66064,3.27088,0.868238,6
3.39354,3.91736,0.467456,7
4.43758,2.31107,0.311241,9
4.02204,2.89187,-0.434832,6
4.79935,3.21146,-0.86424,6
4.35784,3.21282,0.409887,6
3.80226,3.00043,-0.132046,6
4.35817,1.38233,-0.28899,9
4.82879,2.5435,0.39265,9
4.24052,2.85198,1.37623,9
3.30248,3.72346,-0.166014,7
3.86446,2.69566,-0.045531,6
5.2427,2.22047,0.406492,9
3.85451,3.82091,0.00205521,7
3.74333,3.80427,0.663195,7
4.59374,2.18651,0.712687,9
4.31229,3.02329,1.38318,9
4.67465,2.94727,-0.671984,6
3.97312,3.80446,0.759284,6
4.11909,2.93952,1.05696,6
4.09569,2.79964,-0.78137,6
4.49673,3.59397,-0.631277,7
4.15993,3.20372,-0.191938,6
4.18823,2.63002,-0.48886,6
4.07375,3.11073,-0.154178,6
3.99148,2.69534,0.425527,6
4.20005,3.0933,0.36068,6
3.99243,3.30281,-0.548292,7
4.23146,2.38421,-0.449311,6
4.34296,2.99996,1.27338,9
4.93544,2.94531,-0.684921,6
3.99537,3.62591,-1.59278,7
3.15529,3.71003,-0.616021,7
4.41806,1.72799,0.276686,9
4.09066,2.65545,-0.946321,6
4.67217,2.36618,0.458292,9
3.68391,3.5927,-0.237216,7
3.53011,3.47873,-0.525725,7
3.13826,3.37228,-0.27827,7
3.83761,3.61797,-0.8367,7
4.62919,2.58715,-0.377888,6
4.06779,3.51661,-0.825008,7
3.72227,3.97389,-0.0944951,7
4.51663,2.9748,-0.821156,6
3.22228,3.87561,0.944837,7
3.80268,3.13115,-0.588236,7
4.8933,2.26257,0.571656,9
4.10571,3.40192,0.181516,6
3.56628,3.33857,-0.111203,7
3.96173,3.6734,-0.449643,7
4.82847,2.62366,-0.654268,6
3.54405,3.07717,-0.227339,7
3.41745,3.49112,-0.784515,7
3.47381,2.96609,1.24487,6
3.53079,3.92641,-0.867562,7
3.70436,4.29811,-0.46154,7
4.69376,2.64517,-0.044496,9
3.51047,3.88784,-0.66501,7
4.32062,3.24767,0.78383,6
3.85831,3.0469,-1.22705,7
3.41362,3.34422,-0.522139,7
3.814,2.7129,1.08396,6
4.17645,3.17356,-1.02829,7
5.22993,2.33452,0.0412924,9
4.47711,3.00449,-0.553446,6
4.18317,3.16919,-0.919219,7
4.43852,2.82197,-0.298445,6
3.96274,3.32278,0.835686,6
3.16622,3.34606,0.919718,6
3.78535,3.81888,0.234631,7
4.85655,3.06082,-1.23719,6
4.12321,3.20569,0.0730258,6
4.43237,3.48729,0.497878,6
4.6307,1.91799,-0.137584,9
3.33642,3.27057,0.315809,7
4.90622,1.76569,-0.0128807,9
4.71605,1.65517,-0.385371,9
4.39628,3.14524,-0.993476,6
3.84825,3.08236,-1.43259,7
4.43119,3.12781,0.411241,6
4.41494,2.74119,0.158319,6
3.5264,3.21984,1.46211,6
3.21584,3.04538,-0.583876,7
3.67984,3.67129,-0.272864,7
4.27123,3.80263,-0.617452,7
4.97005,1.68713,0.148734,9
4.00532,3.37637,-0.0852672,7
4.98441,2.88496,-1.10333,6
3.58496,2.97112,1.43907,6
4.10559,3.58592,-0.291163,7
3.82918,3.40268,0.61918,6
4.71043,2.64485,0.626372,9
4.35344,3.01611,0.504424,6
4.11039,3.02466,-1.19284,7
3.79677,3.36152,-0.947298,7
4.21352,3.05792,0.615137,6
4.38837,2.26273,0.749548,9
4.20593,2.48606,-0.609004,6
3.76587,3.07021,-0.0840633,6
3.5766,3.59129,0.738441,7
4.20022,4.3059,-0.0879006,7
4.16703,3.15102,1.23827,6
4.72332,3.29889,0.615282,6
4.84875,2.89972,1.15,9
4.35647,2.70733,-0.389889,6
3.9911,2.54249,0.775608,6
4.31311,3.14228,-1.58112,7
4.05037,2.52993,-0.116298,6
4.21131,2.38776,-0.671744,6
4.59062,3.0864,-0.102302,6
5.27134,1.8105,-0.592318,9
3.71912,3.83639,0.530661,7
4.12446,3.91374,-0.233442,7
3.83124,3.12223,0.572894,6
3.60562,3.58873,-0.5145,7
4.01132,2.59622,-0.264165,6
4.17285,3.60599,0.585729,6
4.37873,2.16317,0.216556,9
4.85806,2.16495,-0.744975,9
4.41636,1.86888,-0.146335,9
4.50009,2.47508,1.18359,9
4.17167,2.81573,0.0516002,6
4.13201,2.79037,-0.279503,6
4.71064,3.10712,-0.447463,6
4.44046,2.78475,-0.670904,6
3.99901,2.34245,0.389346,6
4.2211,3.46854,0.196494,6
4.64462,2.73061,0.395416,9
4.26796,2.72233,0.685008,6
3.10458,4.07904,0.807202,7
4.08903,2.86154,-1.11919,7
3.90249,3.46181,-0.0319382,7
4.55891,3.18575,-0.45569,6
4.42331,2.76468,1.06289,9
3.88266,2.96435,-0.251663,6
4.31266,3.80842,-0.27658,7
3.62822,3.48642,-0.849212,7
4.36717,2.68476,-0.140478,6
3.79356,2.86664,-0.467298,6
4.05751,2.98621,1.27568,6
3.26258,3.99865,-0.0314739,7
5.31382,2.95941,-1.31789,6
4.08135,3.50523,0.576445,6
4.63145,3.49667,-0.112255,6
4.10282,3.35591,0.764072,6
3.7346,1.99543,-0.251973,6
3.75285,3.17522,-0.576169,7
4.01257,3.06918,-0.37414,6
4.50637,2.52723,0.409089,9
2.64522,3.87063,0.277672,7
3.95589,2.81786,0.976164,6
4.58054,2.35332,-0.764158,6
3.8621,2.97482,-0.653782,7
4.03833,3.54388,-0.391257,7
4.22369,2.26845,0.404721,9
3.97337,2.75314,0.0346089,6
4.12186,3.37495,0.43116,6
3.82819,3.09097,-1.18202,7
4.58061,3.52695,-0.52692,6
5.05199,2.44763,-0.234047,9
4.06672,2.57331,-1.21173,7
4.04247,2.84699,0.447297,6
4.45651,3.11948,0.0291508,6
4.12574,2.37102,0.155795,6
4.24413,2.82872,-1.87912,7
3.44632,4.42699,-0.264566,7
3.28865,3.19774,-0.619338,7
4.78371,2.59942,-0.645645,6
4.13829,2.39369,0.161467,6
5.15882,1.63185,-0.557733,9
4.32825,3.89999,-0.349649,7
4.68435,2.0037,0.0476058,9
4.26567,2.89943,1.4495,9
3.95241,2.49522,0.720326,6
4.31758,3.12872,0.208197,6
4.35346,2.89659,-0.424299,6
4.34704,3.23561,0.142661,6
4.26744,2.73928,1.07175,9
3.9494,3.53735,0.267983,6
3.86923,2.3468,0.00312771,6
3.8429,3.83363,0.317733,7
3.67881,3.22172,0.758317,6
4.58189,3.17093,0.355422,6
4.10748,2.38312,-0.300434,6
3.58457,3.37625,-0.477924,7
3.44483,3.11439,-0.143752,7
3.86041,2.8907,0.0211653,6
3.73721,3.83143,1.3314,6
3.46819,3.7357,-0.285104,7
3.72794,3.16652,0.957647,6
3.85168,3.89297,0.122653,7
3.57625,3.11531,-0.187415,7
3.63244,3.4215,-0.444205,7
4.02046,3.51845,-0.577212,7
4.89032,2.52354,-1.07495,6
3.88105,3.02451,0.0728021,6
3.78737,3.17522,1.13697,6
3.99948,3.22887,0.354188,6
3.90396,3.89607,-0.104104,7
3.24146,4.04596,0.0168492,7
4.31798,3.30852,-0.184911,6
4.33511,2.64408,0.869093,9
3.88211,4.19051,0.0576737,7
4.61908,2.68085,-0.285882,6
4.79457,2.01803,1.01891,9
4.82755,2.44716,0.360143,9
4.0342,3.20462,-1.27247,7
3.65938,2.42629,-0.496195,6
4.04564,3.10311,0.190287,6
4.26481,3.39162,-0.730208,7
3.45592,3.26002,-0.743818,7
5.09652,1.93439,-0.311065,9
4.00974,3.39199,0.380238,6
4.61768,2.40893,0.399645,9
4.04152,2.13485,0.427311,9
4.46434,2.60277,-0.634108,6
4.15319,3.94529,0.767698,6
3.64788,4.2195,-0.803766,7
3.8755,3.91981,-0.202279,7
3.32539,3.52813,-0.375356,7
3.68636,3.99965,-0.71879,7
3.26543,3.08359,0.713441,6
5.19976,2.39393,0.389146,9
4.22465,3.67127,-0.864021,7
3.58214,2.96701,-0.448975,7
5.32362,2.56522,-0.839162,9
3.23346,4.46609,0.133468,7
4.42461,2.51918,-0.776125,6
3.2659,3.95594,-0.721632,7
4.66487,2.35411,0.30017,9
3.55874,3.63746,-0.131865,7
3.5901,3.59259,-0.823131,7
-1.22627,0.833662,-0.731781,5
0.0287458,-0.796077,-0.958287,8
-0.130925,0.529241,-0.743378,5
-1.41642,0.0438694,-0.292381,5
-0.508583,-0.520728,-0.0503453,8
0.189208,-1.10254,-1.14276,1
-0.556891,-0.0232783,-1.35013,10
0.813054,-1.32128,-0.453037,1
0.621407,-0.678919,-1.06822,1
-1.3394,-0.408345,-0.551731,8
0.072248,-0.803113,-0.455886,8
0.106982,0.765535,-0.925818,5
-0.399629,1.02795,-0.765657,8
0.44358,-0.389112,-0.803681,1
0.458958,0.0926249,-0.362214,1
0.384268,0.603944,-0.363725,5
-0.514145,0.619552,-0.335366,8
0.0998602,-0.0132143,-1.021,10
-0.926064,-0.552063,0.0845892,8
-0.281547,-0.356538,-1.00169,10
-0.437023,-1.10335,-1.22958,8
-0.607244,0.576969,0.16318,8
0.939127,-0.0589934,-0.130896,1
-0.528773,-0.633406,-0.52444,8
-0.482224,-1.06988,-0.27807,8
-0.786223,-0.806976,-0.492526,8
-0.356909,-0.54506,-0.525039,8
0.0570906,0.606096,-0.589683,5
-0.325462,0.0874045,-0.897324,10
-0.4974,-0.333731,-0.910495,8
-1.60618,-0.545321,0.0231393,8
0.100498,-1.35799,0.0626738,8
-0.166656,-0.15923,-0.775476,8
0.370546,0.467945,-1.99323,10
0.291571,-0.406992,-1.37614,10
1.23559,0.610689,-0.927501,5
-0.804854,0.442306,-0.513946,5
0.261209,0.556428,-0.540165,5
0.393654,0.485358,-0.160051,5
-0.574927,0.458733,-0.527305,8
0.518276,0.819825,-1.16095,5
0.552974,0.826453,-0.58352,5
0.831762,-1.18011,-0.703086,1
-0.169954,-0.943253,-0.586635,8
-0.172946,0.679426,-0.438544,5
-0.0277582,-0.390246,-0.501322,1
-0.261641,0.182627,-0.867088,5
-0.711321,0.824306,-0.576872,8
-0.210574,0.548768,-0.731306,5
0.456216,1.2561,-0.544569,5
0.465208,0.475034,-0.629557,5
-0.101903,0.643238,-0.152157,5
0.967544,-0.77436,-0.141655,1
-0.879928,0.257953,-0.211081,8
-1.07282,0.1628,-0.224801,8
0.843283,-0.865639,-0.584548,1
0.0449943,1.05417,-0.743486,5
-0.376654,-0.444599,-1.27045,10
0.730245,0.304013,-1.21603,10
-1.53732,-0.819958,-0.973366,10
-0.883866,-1.05003,-0.502394,8
0.0164077,-0.207185,-0.86463,10
-0.575932,0.789645,-0.236924,8
-0.403797,-1.06582,-0.591642,8
0.00931464,0.104928,-0.451047,1
-0.370225,0.792073,-0.786639,5
0.0621397,0.271732,-1.16878,10
-0.498113,-0.219858,-0.744126,8
-0.653615,1.56713,-0.133766,8
-0.582669,-0.0228896,-0.258521,8
-0.40849,0.654552,-1.14523,5
0.402065,0.730397,-0.361923,5
-0.421552,0.786832,-0.473681,8
0.479488,-1.41082,-0.00654703,1
-0.0898769,0.730176,-0.693141,5
-0.887007,-0.0916139,-0.458262,8
-1.24763,-0.167245,-0.832488,10
-0.365156,0.629173,-1.45768,10
-0.459898,-0.834006,-0.838272,8
-0.959273,0.111901,-0.817878,5
-0.356613,0.408898,-0.305335,8
-1.3566,0.373994,-0.218533,5
0.280851,-0.548011,-1.07483,10
-0.390803,0.0490504,-0.694106,8
0.26293,-0.01197,-1.1283,10
-0.433285,-0.0928445,-0.593876,8
-0.32252,-0.240437,-0.289901,8
-0.407121,0.158585,-0.364881,8
0.739181,-0.303295,-0.584074,1
-0.293845,0.480919,-0.405059,5
0.216022,-0.0351833,-0.621868,1
-0.785193,1.44139,-1.49492,8
0.551335,-0.985062,-0.889066,1
0.524755,0.731383,-0.682872,5
0.851525,0.683346,-0.879165,5
0.187578,-0.448261,-1.29566,10
1.12998,0.69669,-0.516058,5
-0.350134,0.164751,-1.12494,10
-1.21094,-0.661726,-0.221718,8
-0.77848,-0.8224,-0.205548,8
1.02986,0.950443,-0.530858,5
0.104966,-0.766706,-1.06593,10
-0.56059,-0.0814843,0.016876,8
0.805585,-1.37132,-0.821712,1
0.499839,1.2281,-1.3535,5
0.143345,-1.36791,-1.01962,8
-1.18127,-0.948598,-0.969461,8
-0.174528,-0.101949,-0.423486,8
-0.756036,-0.323844,-0.157874,8
-0.884512,0.816367,-0.390349,8
0.588608,0.180748,-0.825657,5
-0.608746,0.574776,-0.888719,5
-0.686027,-0.775681,-0.167963,8
0.47271,0.639456,-0.829387,5
-1.63079,0.150072,-0.373355,5
0.512263,1.1735,-0.707223,5
-0.411035,0.781671,-0.860964,5
-0.238484,1.04911,-0.403574,8
-0.885735,-0.595649,-0.514115,8
0.278191,-0.987225,-0.631041,1
-0.0240569,-0.984661,-0.708731,8
-0.119316,-0.0505367,-0.597655,8
-0.420181,-0.60527,-0.449894,8
0.0920118,0.178633,-0.837833,5
0.138851,0.476643,-0.539203,5
-0.346756,-0.532417,0.00322687,8
0.0116049,-0.987334,-0.963337,8
0.23191,-0.365719,-0.733877,1
0.135932,-1.5768,-0.689677,8
0.330162,-0.174411,-0.458449,1
0.299478,-0.188708,-1.16753,10
-0.316428,0.11111,-0.869029,5
0.587551,0.557825,-0.373107,5
0.136881,-0.462849,-0.589945,1
0.043669,-0.596326,-0.514792,1
0.631055,-0.017103,-0.954301,10
-0.223868,-0.0202663,-0.517508,8
-0.0906536,-0.3744,-0.654484,8
0.479981,0.710647,-0.840395,5
-1.69889,-0.648937,-0.64804,10
0.539883,0.308916,-0.567551,5
0.148613,1.05828,-1.09414,5
-1.00099,-0.427216,-0.177425,8
0.426397,-0.0875155,-0.574652,1
0.371318,-0.988139,-1.02359,1
-0.700217,-0.0327552,-1.14996,10
-1.15387,-0.915838,-0.367453,8
0.00622434,-0.0756573,-1.23393,10
0.158183,0.58081,-0.941907,5
